step,phase,env0_arm_dev_from_default_rad,env0_mean_leg_vel_rad_s,env0_base_speed_m_s
61,0,0.009146084077656269,0.6936941146850586,0.11270949244499207
62,0,0.009023952297866344,0.5683866739273071,0.11656159162521362
63,0,0.008977308869361877,0.6239383220672607,0.13961297273635864
64,0,0.00892859511077404,0.6880499124526978,0.12544265389442444
65,0,0.008922909386456013,0.6984478235244751,0.08914715051651001
66,0,0.009192343801259995,0.7475864291191101,0.05662121996283531
67,0,0.009416003711521626,0.7368588447570801,0.043961431831121445
68,0,0.009525718167424202,0.7266530394554138,0.034477125853300095
69,0,0.00950747448951006,0.7210440635681152,0.03792698308825493
70,0,0.009421896189451218,0.6396480798721313,0.03784710913896561
71,0,0.009454650804400444,0.5625691413879395,0.051057230681180954
72,0,0.00963070522993803,0.4908907413482666,0.07916834950447083
73,0,0.009794148616492748,0.36163973808288574,0.11438555270433426
74,0,0.009950021281838417,0.23791329562664032,0.15027543902397156
75,0,0.01010088436305523,0.16787207126617432,0.18812179565429688
76,0,0.010242106392979622,0.20788662135601044,0.22422264516353607
77,0,0.010376590304076672,0.266819030046463,0.26739975810050964
78,0,0.010505838319659233,0.3224075436592102,0.30000028014183044
79,0,0.010629595257341862,0.343371719121933,0.3075385093688965
80,0,0.010724741034209728,0.40848207473754883,0.29733091592788696
81,0,0.010785538703203201,0.47207221388816833,0.3160463273525238
82,0,0.010802129283547401,0.5004536509513855,0.3395964503288269
83,0,0.010769311338663101,0.6606534719467163,0.3561912477016449
84,0,0.010692945681512356,0.8909456133842468,0.34605488181114197
85,0,0.010719489306211472,0.7561198472976685,0.28696539998054504
86,0,0.01065756008028984,0.7566965818405151,0.29433804750442505
87,0,0.010595924220979214,0.7185561060905457,0.29685091972351074
88,0,0.010483479127287865,0.6878880262374878,0.2721783518791199
89,0,0.010337065905332565,0.6494106650352478,0.22099533677101135
90,0,0.010204380378127098,0.5373575091362,0.18444541096687317
91,0,0.010050801560282707,0.5032968521118164,0.14888979494571686
92,0,0.009875267744064331,0.5217506289482117,0.13554419577121735
93,0,0.009681512601673603,0.5358444452285767,0.13220423460006714
94,0,0.00947802234441042,0.550475537776947,0.13131381571292877
95,0,0.009294001385569572,0.4874112606048584,0.13329575955867767
96,0,0.009112045168876648,0.42725905776023865,0.13659466803073883
97,0,0.009065279737114906,0.3855510354042053,0.14152254164218903
98,0,0.009096242487430573,0.45107731223106384,0.15523241460323334
99,0,0.009131727740168571,0.48817726969718933,0.13380885124206543
100,1,0.009181533008813858,0.4866391122341156,0.10844258964061737
101,1,0.009223970584571362,0.45278334617614746,0.08489984273910522
102,1,0.009358902461826801,0.36567384004592896,0.06712368875741959
103,1,0.009433774277567863,0.3705434799194336,0.05076548084616661
104,1,0.009446097537875175,0.49233347177505493,0.05410413444042206
105,1,0.00941300019621849,0.7108359336853027,0.07290590554475784
106,1,0.009390855208039284,0.7515551447868347,0.07412087917327881
107,1,0.00934720691293478,0.8743971586227417,0.08696437627077103
108,1,0.009261268191039562,0.8797852396965027,0.08478976041078568
109,1,0.009254051372408867,0.8710071444511414,0.08876962959766388
110,1,0.009189578704535961,0.7723686099052429,0.07185916602611542
111,1,0.009206912480294704,0.7035426497459412,0.06213926896452904
112,1,0.009267683140933514,0.6794924736022949,0.056385722011327744
113,1,0.009311595931649208,0.6088786125183105,0.0629010871052742
114,1,0.009363552555441856,0.4887104630470276,0.0691511332988739
115,1,0.009395909495651722,0.3390708565711975,0.0867650955915451
116,1,0.009366922080516815,0.25341081619262695,0.1199752688407898
117,1,0.009501731023192406,0.2350696325302124,0.14190594851970673
118,1,0.009677514433860779,0.21478936076164246,0.1564215123653412
119,1,0.009843560867011547,0.2409319132566452,0.18537637591362
120,1,0.009998894296586514,0.2895338237285614,0.22099977731704712
121,1,0.010139248333871365,0.3287365436553955,0.25479865074157715
122,1,0.01027901004999876,0.40783295035362244,0.28626683354377747
123,1,0.010398137383162975,0.5419094562530518,0.3231428265571594
124,1,0.010494670830667019,0.6720408797264099,0.3583437204360962
125,1,0.01056394912302494,0.8203797340393066,0.38198158144950867
126,1,0.010607372969388962,0.9005019068717957,0.4084010124206543
127,1,0.010824874974787235,0.6785979270935059,0.3641592562198639
128,1,0.010992064140737057,0.722493588924408,0.35268962383270264
129,1,0.011039800010621548,0.7229840755462646,0.3255111277103424
130,1,0.010990934446454048,0.7566577196121216,0.30164676904678345
131,1,0.010899299755692482,0.7021512985229492,0.2540208399295807
132,1,0.010836189612746239,0.6557328104972839,0.22361384332180023
133,1,0.010731715708971024,0.5945391654968262,0.19870615005493164
134,1,0.01058382447808981,0.539517343044281,0.17975687980651855
135,1,0.010397056117653847,0.46056127548217773,0.16643135249614716
136,1,0.010191782377660275,0.42397767305374146,0.151231586933136
137,1,0.01000309269875288,0.322420597076416,0.1494728922843933
138,1,0.009804111905395985,0.27968841791152954,0.14910556375980377
139,1,0.009601150639355183,0.2489011287689209,0.1455288529396057
140,1,0.009404703043401241,0.3087179362773895,0.1410696804523468
141,1,0.009223301894962788,0.35397905111312866,0.11904988437891006
142,1,0.009066811762750149,0.3717726171016693,0.09533222019672394
143,1,0.009011353366076946,0.35295724868774414,0.06452714651823044
144,1,0.00902671180665493,0.30636873841285706,0.03329940885305405
145,1,0.009021395817399025,0.3057199716567993,0.04255030304193497
146,1,0.009006666950881481,0.35506436228752136,0.048363279551267624
147,1,0.008983058854937553,0.5128364562988281,0.05112777277827263
148,1,0.009015396237373352,0.5397359132766724,0.06920789927244186
149,1,0.00910833477973938,0.47653162479400635,0.07528019696474075
150,1,0.009186227805912495,0.537524938583374,0.09710999578237534
151,1,0.009210571646690369,0.5729718208312988,0.08329342305660248
152,1,0.009193800389766693,0.6276799440383911,0.06282911449670792
153,1,0.009394699707627296,0.68571537733078,0.04333227872848511
154,1,0.00955403596162796,0.7214867472648621,0.0417051687836647
155,1,0.009698435664176941,0.7466012835502625,0.07018713653087616
156,1,0.009816459380090237,0.727783203125,0.09285717457532883
157,1,0.009875978343188763,0.7016646862030029,0.11423193663358688
158,1,0.009855960495769978,0.664384126663208,0.13828012347221375
159,1,0.009760823100805283,0.590079665184021,0.15307272970676422
160,1,0.009636866860091686,0.41938039660453796,0.17186272144317627
161,1,0.00950167141854763,0.252793550491333,0.20433887839317322
162,1,0.009341927245259285,0.21974512934684753,0.24272745847702026
163,1,0.009475369937717915,0.3123302459716797,0.2669474482536316
164,1,0.009638569317758083,0.44921600818634033,0.2958652675151825
165,1,0.009784761816263199,0.5297185182571411,0.31139814853668213
166,1,0.009879938326776028,0.6605732440948486,0.2944726049900055
167,1,0.00990944355726242,0.8132791519165039,0.2834186553955078
168,1,0.009984968230128288,0.6997384428977966,0.2253674566745758
169,1,0.010071275755763054,0.6437585353851318,0.240262970328331
170,1,0.010093706659972668,0.6454216241836548,0.23093916475772858
171,1,0.010067212395370007,0.703413724899292,0.19637052714824677
172,1,0.010001114569604397,0.7676500082015991,0.16356529295444489
173,1,0.009909349493682384,0.7426745295524597,0.13554009795188904
174,1,0.009806814603507519,0.6808871030807495,0.12209996581077576
175,1,0.009675315581262112,0.5913777947425842,0.12164950370788574
176,1,0.009518355131149292,0.4977826774120331,0.11595486849546432
177,1,0.009347852319478989,0.3787935674190521,0.10200309008359909
178,1,0.009173406288027763,0.3120373487472534,0.08916882425546646
179,1,0.009059114381670952,0.2822412848472595,0.08102443069219589
180,1,0.008996356278657913,0.3213653564453125,0.08750639855861664
181,1,0.009077180176973343,0.43716201186180115,0.06967148184776306
182,1,0.009095892310142517,0.6262869238853455,0.07225018739700317
183,1,0.009132151491940022,0.7527316808700562,0.060643985867500305
184,1,0.009171981364488602,0.8051230311393738,0.0689556747674942
185,1,0.009236074052751064,0.6193311214447021,0.03159652277827263
186,1,0.009248304180800915,0.5112332105636597,0.06452037394046783
187,1,0.009313364513218403,0.5574004054069519,0.07829247415065765
188,1,0.009352895431220531,0.6300133466720581,0.11332722753286362
189,1,0.009361340664327145,0.7159895896911621,0.11037969589233398
190,1,0.009289111942052841,0.757647693157196,0.1374831348657608
191,1,0.00915263406932354,0.7036754488945007,0.15325571596622467
192,1,0.009032608941197395,0.576645016670227,0.1777075082063675
193,1,0.009142640046775341,0.4597768485546112,0.20075547695159912
194,1,0.009174244478344917,0.38574299216270447,0.21297435462474823
195,1,0.0091598154976964,0.2884734869003296,0.23484182357788086
196,1,0.009222602471709251,0.26437997817993164,0.2608964741230011
197,1,0.009326315484941006,0.3014009892940521,0.28005552291870117
198,1,0.009428518824279308,0.4010828137397766,0.3116398751735687
199,1,0.009529007598757744,0.5276697874069214,0.3472196161746979
200,1,0.009630384854972363,0.7060903310775757,0.37683379650115967
201,1,0.009723830036818981,0.8518311381340027,0.4044884443283081
202,1,0.009895846247673035,0.6861660480499268,0.3714635968208313
203,1,0.01002561580389738,0.6980058550834656,0.34089532494544983
204,1,0.010217997245490551,0.6503884196281433,0.30427587032318115
205,1,0.010372849181294441,0.6832633018493652,0.2663642466068268
206,1,0.010486007668077946,0.7524866461753845,0.21078155934810638
207,1,0.010530776344239712,0.7552444338798523,0.1914391964673996
208,1,0.010511494241654873,0.6590451598167419,0.18213143944740295
209,1,0.010438436642289162,0.550139844417572,0.1710299402475357
210,1,0.010317128151655197,0.48925432562828064,0.17134396731853485
211,1,0.01015834417194128,0.4869498610496521,0.16644766926765442
212,1,0.009972495958209038,0.5073484778404236,0.1701454520225525
213,1,0.009768035262823105,0.5029259920120239,0.15815110504627228
214,1,0.009598678909242153,0.5435247421264648,0.16086983680725098
215,1,0.009414417669177055,0.5802723169326782,0.15862804651260376
216,1,0.00922840554267168,0.5637309551239014,0.15891380608081818
217,1,0.00905167032033205,0.5434553623199463,0.16357474029064178
218,1,0.008887219242751598,0.48584556579589844,0.1612469106912613
219,1,0.008755329065024853,0.36703574657440186,0.14540089666843414
220,1,0.0087156156077981,0.2737410366535187,0.13610900938510895
221,1,0.008691865019500256,0.27359825372695923,0.144353449344635
222,1,0.008747870102524757,0.2648830711841583,0.17256855964660645
223,1,0.008810673840343952,0.3481599986553192,0.18462195992469788
224,1,0.008841611444950104,0.4071447253227234,0.15097741782665253
225,1,0.008795018307864666,0.5704755187034607,0.12458791583776474
226,1,0.008788365870714188,0.708269476890564,0.1413682997226715
227,1,0.008828550577163696,0.7613754272460938,0.13103199005126953
228,1,0.008947733789682388,0.7558845281600952,0.10936811566352844
229,1,0.0091013228520751,0.7780336737632751,0.07173063606023788
230,1,0.009274737909436226,0.6921817660331726,0.02720004878938198
231,1,0.009452173486351967,0.6326646208763123,0.008473828434944153
232,1,0.009621470235288143,0.5705910921096802,0.04584855958819389
233,1,0.009781936183571815,0.48436111211776733,0.06646114587783813
234,1,0.009927664883434772,0.43155306577682495,0.08583779633045197
235,1,0.010057073086500168,0.3710622787475586,0.11500906944274902
236,1,0.010165642946958542,0.31264203786849976,0.1482102870941162
237,1,0.010253110900521278,0.2667604386806488,0.1803230196237564
238,1,0.010318844579160213,0.28297752141952515,0.20544783771038055
239,1,0.010364525020122528,0.34225961565971375,0.2294897884130478
240,1,0.010404732078313828,0.3234924077987671,0.25720348954200745
241,1,0.010456130839884281,0.3459128737449646,0.28225386142730713
242,1,0.010518117807805538,0.43763241171836853,0.30269232392311096
243,1,0.010585812851786613,0.458322137594223,0.3373650908470154
244,1,0.010653502307832241,0.53944993019104,0.3547588288784027
245,1,0.0106969578191638,0.5956436395645142,0.3673226237297058
246,1,0.010693476535379887,0.6663660407066345,0.372721791267395
247,1,0.010701818391680717,0.5200271010398865,0.336199551820755
248,1,0.010660989210009575,0.5663419961929321,0.3353723883628845
249,1,0.010558291338384151,0.6120773553848267,0.32393088936805725
250,1,0.010477802716195583,0.6023699641227722,0.28859004378318787
251,1,0.01037626899778843,0.652565598487854,0.2551621198654175
252,1,0.010249589569866657,0.6961492896080017,0.23160888254642487
253,1,0.010099060833454132,0.6739819049835205,0.2165258377790451
254,1,0.009964166209101677,0.6045713424682617,0.19067572057247162
255,1,0.009816068224608898,0.5306044816970825,0.16503550112247467
256,1,0.009660824202001095,0.5416302680969238,0.13810592889785767
257,1,0.009509469382464886,0.4761146008968353,0.1261407732963562
258,1,0.009359455667436123,0.4395957589149475,0.1188620775938034
259,1,0.009206455200910568,0.4287639260292053,0.11236412078142166
260,1,0.009053479880094528,0.4229177236557007,0.1085367202758789
261,1,0.008907690644264221,0.3873777985572815,0.10391277074813843
262,1,0.008780489675700665,0.37396717071533203,0.09405366331338882
263,1,0.008709927089512348,0.4107048511505127,0.08346430957317352
264,1,0.00870137196034193,0.4336690306663513,0.08173738420009613
265,1,0.008664309047162533,0.4101603925228119,0.09278418123722076
266,1,0.008669310249388218,0.33525776863098145,0.09078741818666458
267,1,0.00867442600429058,0.3306627869606018,0.10210047662258148
268,1,0.008640605956315994,0.47825223207473755,0.09523707628250122
269,1,0.00857145432382822,0.5046144127845764,0.04967695474624634
270,1,0.00852426327764988,0.5035417079925537,0.08396629989147186
271,1,0.008623624220490456,0.5872635841369629,0.1079031229019165
272,1,0.008750847540795803,0.6641247868537903,0.08367957174777985
273,1,0.008889996446669102,0.6778548955917358,0.07885832339525223
274,1,0.009049618616700172,0.7003717422485352,0.07355017215013504
275,1,0.00922017078846693,0.6529855728149414,0.07619992643594742
276,1,0.009382480755448341,0.549328088760376,0.08489587903022766
277,1,0.009532931260764599,0.4692419171333313,0.10493253171443939
278,1,0.00967246014624834,0.4063270092010498,0.12588131427764893
279,1,0.00980775523930788,0.37320512533187866,0.14828568696975708
280,1,0.009947030805051327,0.3288683593273163,0.16603469848632812
281,1,0.010083398781716824,0.2725117802619934,0.1717660129070282
282,1,0.010198893025517464,0.21807318925857544,0.18380191922187805
283,1,0.010294082574546337,0.2568531036376953,0.2088993936777115
284,1,0.010372143238782883,0.344240665435791,0.21808183193206787
285,1,0.010436099022626877,0.5325775146484375,0.2274826318025589
286,1,0.01049396675080061,0.7009185552597046,0.24929381906986237
287,1,0.010541582480072975,0.8249893188476562,0.27116459608078003
288,1,0.010563027113676071,0.8662640452384949,0.29684939980506897
289,1,0.010670607909560204,0.6681426763534546,0.2668081820011139
290,1,0.010837051086127758,0.5682932734489441,0.25090181827545166
291,1,0.01095503382384777,0.5268311500549316,0.24418245255947113
292,1,0.01102297380566597,0.5652543306350708,0.21484197676181793
293,1,0.011029908433556557,0.6692367792129517,0.19234172999858856
294,1,0.010965549387037754,0.6501530408859253,0.17782297730445862
295,1,0.010874081403017044,0.5531126260757446,0.15772883594036102
296,1,0.010752195492386818,0.4576588273048401,0.14364074170589447
297,1,0.010605944320559502,0.4300917088985443,0.1212603822350502
298,1,0.010441946797072887,0.3815060555934906,0.09744267910718918
299,1,0.01026374101638794,0.3482394814491272,0.08701487630605698
300,2,0.010079685598611832,0.3469159007072449,0.08748581260442734
301,2,0.009892633184790611,0.3091748356819153,0.0909154936671257
302,2,0.009695743210613728,0.30304548144340515,0.09659624099731445
303,2,0.009505221620202065,0.30382463335990906,0.08768367022275925
304,2,0.009319487027823925,0.3774242103099823,0.07910618185997009
305,2,0.009136416018009186,0.489252507686615,0.08347669243812561
306,2,0.008954176679253578,0.6131770610809326,0.09117761999368668
307,2,0.008921676315367222,0.6246215105056763,0.12734174728393555
308,2,0.008916882798075676,0.5932526588439941,0.06727641820907593
309,2,0.008823230862617493,0.6241901516914368,0.08685875684022903
310,2,0.008777866140007973,0.59867262840271,0.09146624803543091
311,2,0.009007731452584267,0.630990207195282,0.08494049310684204
312,2,0.009225508198142052,0.640497624874115,0.07702326029539108
313,2,0.009356099180877209,0.6471915245056152,0.07641613483428955
314,2,0.009426368400454521,0.6257233023643494,0.08644351363182068
315,2,0.009461010806262493,0.5556643009185791,0.09253514558076859
316,2,0.00946645438671112,0.48718881607055664,0.11687540262937546
317,2,0.00944804958999157,0.4017575979232788,0.14285941421985626
318,2,0.009391027502715588,0.29787036776542664,0.16804775595664978
319,2,0.00943267997354269,0.24689579010009766,0.20687633752822876
320,2,0.009594438597559929,0.29373234510421753,0.24322354793548584
321,2,0.009754329919815063,0.3520169258117676,0.27881982922554016
322,2,0.009909405373036861,0.43347930908203125,0.3150196671485901
323,2,0.01005115732550621,0.5266475677490234,0.3200969099998474
324,2,0.010168972425162792,0.6503222584724426,0.31781476736068726
325,2,0.010259396396577358,0.7298564910888672,0.3325076997280121
326,2,0.010320859961211681,0.8255321979522705,0.35560864210128784
327,2,0.010466326959431171,0.6746338605880737,0.28861892223358154
328,2,0.010531906969845295,0.6803683042526245,0.2836447060108185
329,2,0.010533880442380905,0.6086843013763428,0.26136863231658936
330,2,0.010545935481786728,0.63389652967453,0.25012704730033875
331,2,0.010507467202842236,0.7077131271362305,0.23282890021800995
332,2,0.010416502133011818,0.7549428939819336,0.22458021342754364
333,2,0.010281533002853394,0.7448315620422363,0.21768203377723694
334,2,0.010113931261003017,0.6480385065078735,0.19912934303283691
335,2,0.009937042370438576,0.4967415928840637,0.1869371384382248
336,2,0.009728028438985348,0.380934476852417,0.17455683648586273
337,2,0.00949667114764452,0.39713239669799805,0.1617392599582672
338,2,0.009252674877643585,0.45154866576194763,0.14852309226989746
339,2,0.009006408974528313,0.5265545845031738,0.1501731276512146
340,2,0.008884696289896965,0.504930317401886,0.13298723101615906
341,2,0.008996552787721157,0.5616421699523926,0.13452887535095215
342,2,0.009131374768912792,0.6858824491500854,0.1403198391199112
343,2,0.009230411611497402,0.8595346212387085,0.13946236670017242
344,2,0.009294604882597923,0.8774980902671814,0.09897075593471527
345,2,0.009299412369728088,0.8781577944755554,0.07172631472349167
346,2,0.00936343427747488,0.649585485458374,0.1429184079170227
347,2,0.009408368729054928,0.6077287197113037,0.1577603816986084
348,2,0.009418505243957043,0.565048098564148,0.131838858127594
349,2,0.009347446262836456,0.5582325458526611,0.08239389210939407
350,2,0.009199394844472408,0.5259973406791687,0.08382361382246017
351,2,0.009123916737735271,0.4864436388015747,0.07310914248228073
352,2,0.009283222258090973,0.45998889207839966,0.08281031250953674
353,2,0.009355221875011921,0.4662548899650574,0.09752827882766724
354,2,0.009328367188572884,0.4563845992088318,0.11613085120916367
355,2,0.009197711013257504,0.36031198501586914,0.14360155165195465
356,2,0.009198605082929134,0.2541781961917877,0.18585935235023499
357,2,0.009354943409562111,0.1728401631116867,0.2284701019525528
358,2,0.009498143568634987,0.16396652162075043,0.26568758487701416
359,2,0.009632875211536884,0.2466861456632614,0.2643439769744873
360,2,0.009765079244971275,0.3762063980102539,0.26045137643814087
361,2,0.009887389838695526,0.5860954523086548,0.24904987215995789
362,2,0.009996157139539719,0.7488595843315125,0.25625115633010864
363,2,0.010093008168041706,0.8720752596855164,0.2716064453125
364,2,0.010221726261079311,0.7482165694236755,0.2793964445590973
365,2,0.010469063185155392,0.588316798210144,0.2805386781692505
366,2,0.010655898600816727,0.4930052161216736,0.26013481616973877
367,2,0.010778474621474743,0.5147497653961182,0.2291991114616394
368,2,0.010821438394486904,0.5460168123245239,0.20134137570858002
369,2,0.010835791006684303,0.5201019048690796,0.19099947810173035
370,2,0.010804216377437115,0.45092934370040894,0.18936565518379211
371,2,0.010737021453678608,0.43662846088409424,0.17957739531993866
372,2,0.010647808201611042,0.4710613191127777,0.1770096868276596
373,2,0.010548735968768597,0.46923208236694336,0.16915200650691986
374,2,0.010420386679470539,0.41282233595848083,0.15969271957874298
375,2,0.010277497582137585,0.42213040590286255,0.14683111011981964
376,2,0.01012354250997305,0.43052953481674194,0.15586288273334503
377,2,0.009952090680599213,0.43965280055999756,0.1634862720966339
378,2,0.009767796844244003,0.44474512338638306,0.1663052886724472
379,2,0.009581360965967178,0.3972499966621399,0.16354487836360931
380,2,0.009404879063367844,0.4322834014892578,0.153926283121109
381,2,0.009252607822418213,0.5782402753829956,0.148046612739563
382,2,0.009124698117375374,0.6341060400009155,0.14929425716400146
383,2,0.009094012901186943,0.5957542657852173,0.08727934956550598
384,2,0.009142986498773098,0.5639923810958862,0.07269293814897537
385,2,0.009183065965771675,0.5664916038513184,0.12897303700447083
386,2,0.009217120707035065,0.5509373545646667,0.11526267975568771
387,2,0.009276262484490871,0.6296497583389282,0.08992061018943787
388,2,0.009370125830173492,0.7083458304405212,0.07830452173948288
389,2,0.009478721767663956,0.7250113487243652,0.06621161103248596
390,2,0.009586147032678127,0.6940547823905945,0.06517063826322556
391,2,0.009688716381788254,0.6296876668930054,0.06926317512989044
392,2,0.009789953008294106,0.5677018761634827,0.08532243221998215
393,2,0.009891193360090256,0.494939386844635,0.10559949278831482
394,2,0.009994866326451302,0.4499445855617523,0.1295909285545349
395,2,0.01010154653340578,0.4245452880859375,0.15203654766082764
396,2,0.010216017253696918,0.33996862173080444,0.1844089776277542
397,2,0.01034405268728733,0.28229662775993347,0.2172774225473404
398,2,0.010467673651874065,0.31357666850090027,0.25519272685050964
399,2,0.010583369992673397,0.2873520255088806,0.28266653418540955
400,2,0.01068118866533041,0.28117722272872925,0.3160095512866974
401,2,0.010751624591648579,0.42546939849853516,0.3194146454334259
402,2,0.01078713033348322,0.6716341972351074,0.31002217531204224
403,2,0.010790367610752583,0.8457385897636414,0.3226793110370636
404,2,0.010777173563838005,0.9098809957504272,0.35033512115478516
405,2,0.01086246594786644,0.695563793182373,0.3342873752117157
406,2,0.010949784889817238,0.5688737630844116,0.3240184783935547
407,2,0.011044836603105068,0.4998900890350342,0.29892095923423767
408,2,0.011084447614848614,0.5303102135658264,0.261154443025589
409,2,0.01108910795301199,0.5872223377227783,0.22390149533748627
410,2,0.011026689782738686,0.6085028648376465,0.19948183000087738
411,2,0.010947507806122303,0.590531587600708,0.19460879266262054
412,2,0.010853921063244343,0.5455894470214844,0.2007291167974472
413,2,0.010751939378678799,0.5227183103561401,0.1808032989501953
414,2,0.010656018741428852,0.48445767164230347,0.14883610606193542
415,2,0.010544209741055965,0.47173842787742615,0.11794295907020569
416,2,0.010423068888485432,0.4012383818626404,0.09691526740789413
417,2,0.010295568034052849,0.3861604630947113,0.0968497097492218
418,2,0.010147876106202602,0.3374490737915039,0.10052468627691269
419,2,0.009987439960241318,0.3321908414363861,0.10453667491674423
420,2,0.009822310879826546,0.4026474356651306,0.10417791455984116
421,2,0.009663043543696404,0.4123813509941101,0.08306523412466049
422,2,0.00951929111033678,0.4395926892757416,0.048669878393411636
423,2,0.009403224103152752,0.35194331407546997,0.028513027355074883
424,2,0.00933228712528944,0.30196449160575867,0.03404298424720764
425,2,0.0093683497980237,0.2770499885082245,0.05016676336526871
426,2,0.009406200610101223,0.40857642889022827,0.06038690730929375
427,2,0.00944951456040144,0.5066827535629272,0.06621663272380829
428,2,0.009522664360702038,0.5043255686759949,0.0048252190463244915
429,2,0.009568745270371437,0.49363598227500916,0.00615432346239686
430,2,0.00961252674460411,0.46483826637268066,0.04569132253527641
431,2,0.009663103148341179,0.5062696933746338,0.08602743595838547
432,2,0.009725666604936123,0.5751852989196777,0.12347476929426193
433,2,0.009795165620744228,0.5405572652816772,0.15849103033542633
434,2,0.009859779849648476,0.4730464816093445,0.17559120059013367
435,2,0.009903604164719582,0.4057454466819763,0.19719547033309937
436,2,0.009934166446328163,0.298248291015625,0.22622013092041016
437,2,0.00995627511292696,0.2518167495727539,0.24675631523132324
438,2,0.00995666440576315,0.43477901816368103,0.2514483630657196
439,2,0.009939737617969513,0.5420982837677002,0.27072763442993164
440,2,0.009985439479351044,0.49651265144348145,0.23657964169979095
441,2,0.010024972259998322,0.46383804082870483,0.25297385454177856
442,2,0.010012689046561718,0.45465725660324097,0.25407248735427856
443,2,0.009963439777493477,0.44553142786026,0.21259988844394684
444,2,0.009870894253253937,0.5626607537269592,0.16931042075157166
445,2,0.009739391505718231,0.5970349907875061,0.15012598037719727
446,2,0.009574709460139275,0.539465069770813,0.13113252818584442
447,2,0.009495656006038189,0.4764840602874756,0.12743815779685974
448,2,0.009409022517502308,0.4404287338256836,0.1098838672041893
